Rank	ID	AllowAlternatives	TP	FP	FN	F1	Sensitivity	Precision	Sample	SampleID	Dataset	Tool	Taxonomy	Profile	ProfileColumns	GoldStd	GoldStdColumns	GoldStdTree	AvailableSpecies
Domain	bracken GTDB_gastrointestinal_12	FALSE	1	0	0	1.0	1.0	1.0	gastrointestinal_12	12.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/12_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_12_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Genus	varkit_urogenital_3	FALSE	25	0	1	0.9803921568627451	0.9615384615384616	1.0	urogenital_3	3.0	Urogenital	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Urogenital_samples/3.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Urogenital/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Phylum	bracken_airways_7	TRUE	6	1	0	0.9230769230769231	1.0	0.8571428571428571	airways_7	7.0	Airways	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Airways_samples/7_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Family	protal_airways_11	FALSE	15	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Airways/11.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Species	protal_oral_17	FALSE	56	0	1	0.9911504424778761	0.9824561403508771	1.0	oral_17	17.0	Oral	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Oral/17.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Oral/abundance_17_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	bracken_oral_14	FALSE	10	1	0	0.9523809523809523	1.0	0.9090909090909091	oral_14	14.0	Oral	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Oral_samples/14_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Order	mOTUs3_airways_9	TRUE	19	0	0	1.0	1.0	1.0	airways_9	9.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_skin_1	TRUE	1	0	0	1.0	1.0	1.0	skin_1	1.0	Skin	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Skin_samples/1.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_1.txt	0|2|4|1	NA	NA
Species	MetaPhlAn4 GTDB_airways_8	FALSE	53	2	3	0.954954954954955	0.9464285714285714	0.9636363636363636	airways_8	8.0	Airways	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Airways_samples/8.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Airways/abundance_8_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Genus	MetaPhlAn3_gastrointestinal_10	FALSE	16	1	3	0.8888888888888888	0.8421052631578947	0.9411764705882353	gastrointestinal_10	10.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Domain	sylph_urogenital_25	TRUE	1	0	0	1.0	1.0	1.0	urogenital_25	25.0	Urogenital	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Urogenital_25.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Urogenital/abundance_25_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	varkit_gastrointestinal_2	TRUE	4	0	0	1.0	1.0	1.0	gastrointestinal_2	2.0	Gastrointestinal	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Gastrointestinal_samples/2.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_2_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Genus	bracken GTDB_skin_15	FALSE	12	6	0	0.8	1.0	0.6666666666666666	skin_15	15.0	Skin	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Skin_samples/15_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_15_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Family	MetaPhlAn3_airways_10	TRUE	16	0	0	1.0	1.0	1.0	airways_10	10.0	Airways	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Airways/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Species	bracken_gastrointestinal_2	FALSE	20	53	1	0.425531914893617	0.9523809523809523	0.273972602739726	gastrointestinal_2	2.0	Gastrointestinal	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Gastrointestinal_samples/2_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_2.txt	0|2|4|1	NA	NA
Class	MetaPhlAn3_skin_14	TRUE	7	0	0	1.0	1.0	1.0	skin_14	14.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/14.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Phylum	protal_gastrointestinal_12	TRUE	8	0	0	1.0	1.0	1.0	gastrointestinal_12	12.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/12.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_12_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	MetaPhlAn4_urogenital_24	FALSE	2	0	0	1.0	1.0	1.0	urogenital_24	24.0	Urogenital	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Urogenital_samples/24.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_24.txt	0|2|4|1	NA	NA
Family	mOTUs3_oral_17	FALSE	12	0	0	1.0	1.0	1.0	oral_17	17.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn3_skin_20	FALSE	1	0	0	1.0	1.0	1.0	skin_20	20.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/20.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_20.txt	0|2|4|1	NA	NA
Order	bracken_skin_20	TRUE	20	1	0	0.975609756097561	1.0	0.9523809523809523	skin_20	20.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/20_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_20.txt	0|2|4|1	NA	NA
Phylum	protal_airways_27	TRUE	6	0	0	1.0	1.0	1.0	airways_27	27.0	Airways	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Airways/27.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_27_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Class	protal_gastrointestinal_5	FALSE	4	0	0	1.0	1.0	1.0	gastrointestinal_5	5.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/5.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_5_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Genus	MetaPhlAn3_skin_18	FALSE	13	1	2	0.896551724137931	0.8666666666666667	0.9285714285714286	skin_18	18.0	Skin	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Skin/18.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_18.txt	0|2|4|1	NA	NA
Phylum	MetaPhlAn3_gastrointestinal_9	TRUE	4	0	0	1.0	1.0	1.0	gastrointestinal_9	9.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Genus	MetaPhlAn4_airways_4	FALSE	42	7	2	0.9032258064516129	0.9545454545454546	0.8571428571428571	airways_4	4.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/4.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_4.txt	0|2|4|1	NA	NA
Species	mOTUs3 GTDB_gastrointestinal_3	TRUE	38	5	7	0.8636363636363636	0.8444444444444444	0.8837209302325582	gastrointestinal_3	3.0	Gastrointestinal	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Gastrointestinal_samples/3.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_3_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Species	bracken_urogenital_25	TRUE	43	143	0	0.37554585152838427	1.0	0.23118279569892472	urogenital_25	25.0	Urogenital	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Urogenital_samples/25_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_25.txt	0|2|4|1	NA	NA
Class	mOTUs3_oral_14	FALSE	10	0	0	1.0	1.0	1.0	oral_14	14.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/14.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_14.txt	0|2|4|1	NA	NA
Class	mOTUs3_urogenital_0	FALSE	7	0	0	1.0	1.0	1.0	urogenital_0	0.0	Urogenital	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Urogenital/0.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_0.txt	0|2|4|1	NA	NA
Order	MetaPhlAn4_airways_7	FALSE	18	0	0	1.0	1.0	1.0	airways_7	7.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/7.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Species	mOTUs3_airways_23	TRUE	28	5	6	0.835820895522388	0.8235294117647058	0.8484848484848485	airways_23	23.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/23.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_23.txt	0|2|4|1	NA	NA
Genus	mOTUs3 GTDB_gastrointestinal_0	FALSE	7	0	21	0.4	0.25	1.0	gastrointestinal_0	0.0	Gastrointestinal	mOTUs3 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3_gtdb/output_gtdb/Gastrointestinal_samples/0.gtdb_profile.tsv	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Gastrointestinal/abundance_0_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/motus3_species.tsv
Superkingdom	bracken_skin_16	FALSE	1	1	0	0.6666666666666666	1.0	0.5	skin_16	16.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/16_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_16.txt	0|2|4|1	NA	NA
Order	protal_airways_11	TRUE	9	0	0	1.0	1.0	1.0	airways_11	11.0	Airways	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Airways/11.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_11_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	protal_gastrointestinal_2	FALSE	4	0	0	1.0	1.0	1.0	gastrointestinal_2	2.0	Gastrointestinal	protal	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/protal_r214/profiles/profile_forest_all_4/Gastrointestinal/2.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_2_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Family	sylph_skin_16	FALSE	5	0	0	1.0	1.0	1.0	skin_16	16.0	Skin	sylph	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/sylph/Skin_16.profile	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Skin/abundance_16_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r214.tsv
Phylum	MetaPhlAn4_oral_17	TRUE	5	0	0	1.0	1.0	1.0	oral_17	17.0	Oral	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Oral_samples/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Family	MetaPhlAn3_gastrointestinal_9	FALSE	8	1	1	0.8888888888888888	0.8888888888888888	0.8888888888888888	gastrointestinal_9	9.0	Gastrointestinal	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Gastrointestinal/9.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_9.txt	0|2|4|1	NA	NA
Class	MetaPhlAn3_oral_7	TRUE	7	0	0	1.0	1.0	1.0	oral_7	7.0	Oral	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Oral/7.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Genus	mOTUs3_airways_7	FALSE	28	1	1	0.9655172413793104	0.9655172413793104	0.9655172413793104	airways_7	7.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/7.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_7.txt	0|2|4|1	NA	NA
Phylum	mOTUs3_airways_8	FALSE	5	0	0	1.0	1.0	1.0	airways_8	8.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Family	bracken GTDB_airways_12	FALSE	15	0	0	1.0	1.0	1.0	airways_12	12.0	Airways	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Airways_samples/12_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Airways/abundance_12_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Superkingdom	MetaPhlAn3_oral_8	FALSE	1	0	0	1.0	1.0	1.0	oral_8	8.0	Oral	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Oral/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Genus	bracken_skin_18	TRUE	15	7	0	0.8108108108108109	1.0	0.6818181818181818	skin_18	18.0	Skin	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Skin_samples/18_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Skin/taxonomic_profile_18.txt	0|2|4|1	NA	NA
Family	bracken GTDB_gastrointestinal_1	TRUE	16	4	0	0.8888888888888888	1.0	0.8	gastrointestinal_1	1.0	Gastrointestinal	bracken GTDB	GTDB r214	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken_gtdb/Gastrointestinal_samples/1_450.gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r214/Gastrointestinal/abundance_1_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r214.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/kraken2_taxa.tsv
Class	MetaPhlAn3_oral_8	TRUE	7	0	1	0.9333333333333333	0.875	1.0	oral_8	8.0	Oral	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Oral/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Family	MetaPhlAn3_urogenital_25	TRUE	9	0	0	1.0	1.0	1.0	urogenital_25	25.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/25.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_25.txt	0|2|4|1	NA	NA
Species	bracken_urogenital_2	TRUE	24	24	2	0.6486486486486487	0.9230769230769231	0.5	urogenital_2	2.0	Urogenital	bracken	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/bracken/Urogenital_samples/2_450_gtdb.profile	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_2.txt	0|2|4|1	NA	NA
Class	MetaPhlAn3_urogenital_3	TRUE	10	0	0	1.0	1.0	1.0	urogenital_3	3.0	Urogenital	MetaPhlAn3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan3/Urogenital/3.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Urogenital/taxonomic_profile_3.txt	0|2|4|1	NA	NA
Species	varkit_skin_20	FALSE	76	1	5	0.9620253164556962	0.9382716049382716	0.987012987012987	skin_20	20.0	Skin	varkit	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/varkit_gtdb/Skin_samples/20.profile.tsv	0|3|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Skin/abundance_20_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/gtdb_all_species_r207.tsv
Species	mOTUs3_oral_17	TRUE	49	10	9	0.8376068376068376	0.8448275862068966	0.8305084745762712	oral_17	17.0	Oral	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Oral/17.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Oral/taxonomic_profile_17.txt	0|2|4|1	NA	NA
Superkingdom	MetaPhlAn4_airways_8	FALSE	1	0	0	1.0	1.0	1.0	airways_8	8.0	Airways	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Airways_samples/8.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_8.txt	0|2|4|1	NA	NA
Domain	MetaPhlAn4 GTDB_urogenital_24	TRUE	1	0	0	1.0	1.0	1.0	urogenital_24	24.0	Urogenital	MetaPhlAn4 GTDB	GTDB r207	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4_gtdb/Urogenital_samples/24.profile_gtdb.tsv	X|0|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/GTDB_r207/Urogenital/abundance_24_gtdb.profile	0|1|2	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/bac120_r207.sp_labels.tree	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/Benchmark/trees/metaphlan_species_Jan21.txt
Species	mOTUs3_airways_10	FALSE	60	14	8	0.8450704225352113	0.8823529411764706	0.8108108108108109	airways_10	10.0	Airways	mOTUs3	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/motus3/Airways/10.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Airways/taxonomic_profile_10.txt	0|2|4|1	NA	NA
Family	MetaPhlAn4_gastrointestinal_5	TRUE	7	2	1	0.8235294117647058	0.875	0.7777777777777778	gastrointestinal_5	5.0	Gastrointestinal	MetaPhlAn4	NCBI	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/metaphlan4/Gastrointestinal_samples/5.profile.tsv	0|2|4|1	/media/fritsche/Extreme_SSD/results/CAMI/HumanToy/gold_standards/Gastrointestinal/taxonomic_profile_5.txt	0|2|4|1	NA	NA
